"성별","연령(5세)별",2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018
"성별","연령(5세)별",사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당),사망 (명),사망률 (십만명당)
"여자","10 - 14세",233,15.5,263,17.4,229,14.8,197,12.4,203,12.5,213,12.9,186,11.2,179,10.8,181,11.1,176,11.0,163,10.4,162,10.6,112,7.7,96,7.0,97,7.4,81,6.6,77,6.7,82,7.3,103,9.1
"여자","15 - 19세",586,31.6,487,27.8,402,24.5,403,26.0,311,20.6,331,22.2,311,20.7,320,20.8,314,19.9,364,22.5,329,20.0,304,18.3,298,18.1,255,15.7,298,18.7,237,15.1,233,15.3,202,13.9,234,17.0
"여자","20 - 24세",763,39.9,694,35.8,694,35.4,688,34.9,592,30.6,720,39.1,548,31.5,670,41.0,567,36.6,571,37.9,497,33.4,458,30.5,402,26.1,386,24.5,354,21.9,367,22.3,379,22.8,337,20.5,416,25.6
"여자","25 - 29세",1007,45.9,886,41.9,806,39.5,853,43.5,724,38.0,843,44.2,724,37.5,929,47.4,954,48.3,1018,52.5,879,47.6,758,43.4,594,36.2,546,35.0,491,32.4,493,32.9,450,29.8,431,27.9,458,28.9
"여자","30 - 34세",1384,63.1,1253,55.9,1241,54.6,1244,55.1,1113,50.0,1200,55.2,990,47.1,1187,58.5,1093,55.8,1182,62.0,1023,53.6,1059,54.7,1019,51.9,964,48.7,911,46.9,903,48.7,791,45.1,696,42.2,686,43.8
"여자","35 - 39세",1858,86.6,1671,80.1,1593,77.7,1587,76.2,1606,75.2,1628,75.0,1488,67.1,1580,70.1,1533,68.2,1631,73.5,1553,71.5,1370,65.3,1208,59.6,1226,62.7,1186,62.3,1121,58.8,1120,57.9,1079,55.0,1147,58.0
"여자","40 - 44세",2578,129.6,2431,116.5,2378,110.2,2472,113.7,2424,112.5,2218,104.6,1989,96.4,1967,96.9,2008,97.1,2021,94.9,1988,91.8,2017,91.1,1982,88.1,1937,86.5,1836,82.9,1806,83.4,1677,80.2,1591,78.7,1507,77.3
"여자","45 - 49세",2563,179.7,2644,169.9,2761,166.4,2871,163.7,2951,158.4,3061,155.8,2906,141.0,3081,144.3,2990,138.7,2891,134.7,2894,136.8,2611,126.7,2539,125.3,2500,121.2,2497,117.6,2483,115.0,2405,109.0,2375,106.0,2418,108.3
"여자","50 - 54세",3163,274.6,3158,265.6,3036,247.9,3047,241.0,3002,229.1,3123,221.8,3274,213.1,3191,194.5,3370,193.8,3504,189.0,3633,185.5,3585,174.4,3653,171.6,3750,174.5,3533,165.3,3228,153.3,3199,156.0,2964,146.9,3080,149.9
"여자","55 - 59세",4702,435.8,4294,406.0,4066,390.6,3839,365.0,3635,334.3,3651,322.0,3630,309.7,3524,291.5,3515,281.0,3495,268.9,3541,253.1,3770,246.7,3773,231.2,3936,227.7,4139,224.7,4134,212.5,4436,217.3,4072,192.6,4320,202.4
